id,site.lat,site.lng,site.vs30,building.year_of_construction,building.num_stories,building.building_type_id,building.occupancy_id,building.total_area_ft,building.building_ht_ft,hazard.return_periods
SF201006.0000430,37.78948167,-122.3893557,180,1901,7,S2c,7,296051,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000478,37.78872377,-122.3904305,180,1984,7,C2a,1,280084,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002204,37.78911266,-122.3909691,180,2008,7,S1a,7,95109,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001897,37.78837007,-122.391878,180,1918,7,C2a,7,106729,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009240,37.78622381,-122.3948241,275,1998,7,C2a,7,30408,78,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001673,37.7861323,-122.3942609,275,2006,7,S2c,7,117754,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000787,37.788947,-122.3887859,180,1918,7,C1a,9,208327,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005230,37.79571636,-122.4040636,275,1998,6,C1b,,40620,70,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001993,37.7959583,-122.4047224,550,2005,6,C1b,7,88584,73,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015668,37.79370474,-122.4069285,275,1911,6,C2b,7,16830,67,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0112615,37.79377556,-122.4041332,275,1907,6,C2c,9,7176,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0036234,37.79428127,-122.4036993,275,1907,6,C2c,1,10938,70,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011536,37.79381918,-122.3985857,275,1988,6,S2a,1,21654,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006789,37.79361894,-122.3990082,275,1988,6,C2b,1,32778,76,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002491,37.79331022,-122.4014337,275,1907,6,S2b,9,73530,72,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016854,37.79245792,-122.4073336,275,1911,6,C2a,7,15960,68,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002321,37.79252783,-122.4030112,275,1969,6,S2a,1,78108,75,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009119,37.79176625,-122.4016819,275,1917,6,C1b,1,26352,73,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011175,37.79130148,-122.4058723,800,1922,6,C2c,8,22290,74,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007483,37.79111299,-122.4058434,800,1985,6,S2b,1,30642,74,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009785,37.79093288,-122.4069571,800,1923,6,C1b,7,24888,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0084002,37.79031326,-122.4060786,275,1960,6,C1b,10,8262,69,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005034,37.79043907,-122.4044659,275,1908,6,C2a,1,41790,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004329,37.79051807,-122.4035893,275,1908,6,C2c,7,46932,70,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004454,37.78923725,-122.4040292,275,1910,6,C2b,9,45984,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003918,37.78893055,-122.4049315,275,1908,6,C1a,1,50298,72,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0026742,37.78915972,-122.4055693,275,1907,6,C1a,1,12360,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005728,37.78929879,-122.4058193,275,1909,6,C2c,7,37614,68,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0030728,37.78789749,-122.4052312,275,1909,6,C2b,9,11658,66,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016433,37.78790847,-122.4058359,275,1907,6,C2c,9,16248,75,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008707,37.78810645,-122.4044407,275,1906,6,C1a,7,27342,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002664,37.78847671,-122.4029299,275,1924,6,C1a,1,69450,73,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004280,37.78711091,-122.4046469,275,1910,6,S1a,1,47268,66,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0025729,37.7874511,-122.4052088,275,1909,6,C2a,1,12582,70,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004842,37.78696755,-122.4033373,275,1938,6,C2b,1,43164,76,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013885,37.78840428,-122.4005963,275,1906,6,C2a,9,18570,68,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001267,37.787888,-122.4005123,275,1907,6,C2a,3,124182,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012969,37.79034149,-122.398665,275,1908,6,C2a,9,19638,75,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002538,37.78991466,-122.3982958,275,1917,6,C2b,1,72432,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001981,37.79016426,-122.3975215,275,1920,6,C2b,1,88734,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001140,37.79278909,-122.3952181,180,1982,6,S1a,1,133752,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005385,37.79305267,-122.3923969,180,1907,6,S1b,1,39624,76,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011222,37.78759468,-122.398862,275,1907,6,C1a,1,22206,69,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006194,37.78868504,-122.3983033,275,1906,6,C1b,1,35292,76,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005979,37.78727513,-122.3980011,275,2000,6,S2c,7,36294,69,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006340,37.78722319,-122.3991915,275,1908,6,C2b,1,34542,67,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004949,37.78677189,-122.3986142,275,1909,6,C2b,1,42396,75,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002066,37.7867065,-122.4008194,275,1907,6,C2b,1,85950,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005764,37.78684082,-122.4006728,275,1907,6,C1b,9,37422,75,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001695,37.78504163,-122.39788,275,1908,6,S1a,1,99786,72,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002209,37.7877362,-122.3956404,180,1900,6,C1a,1,81342,77,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024394,37.78690045,-122.3976586,275,1907,6,C2a,9,12912,69,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003860,37.78716865,-122.3954367,180,2005,6,W2a,7,50964,70,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003010,37.78681488,-122.3956386,275,1941,6,W2a,7,62418,68,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015347,37.78642941,-122.3963705,275,2006,6,S1b,7,17112,73,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001279,37.79155519,-122.3916548,180,1976,6,S2a,10,123492,71,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000588,37.78898616,-122.3900932,180,2000,6,S2c,1,211182,74,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000913,37.78818891,-122.3926433,180,1937,6,C2c,7,160248,67,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001507,37.78655742,-122.3929665,275,1949,6,C1a,2,109992,76,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003665,37.78655767,-122.39401,275,1996,6,S2c,7,53472,67,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003077,37.78639652,-122.3938094,275,1928,6,W2a,7,61392,73,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000387,37.78636208,-122.3911999,800,1903,6,W2a,7,269586,68,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022504,37.79523191,-122.4070982,550,1920,5,C2c,9,11195,60,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
